fen,target_ks,target_total,our_total_base,our_ks_base,tier,phase_bucket,split
8/8/pp1k1p2/5P2/2P5/PnK2B2/8/8 b - - 6 46,0.0,0.0,0.679,0.0,crowded_safe,adveg,train
2k5/2n5/3R4/P3K3/1P6/8/8/8 b - - 0 74,1.05,5.4,10.409,0.0,target,adveg,train
3qk1r1/1Q3ppp/3Pb3/8/3Rp3/2P5/PK2BP1P/4R3 b - - 2 28,3.96,7.46,12.591,3.96,ks_phantom,midgame,train
2kr3r/ppq1ppb1/2ppnnpp/P7/1PPP4/2NBP2P/5PP1/R1BQ1RK1 w - - 0 15,1.08,3.02,0.557,0.0,target,opening,train
rnbqk2r/4ppbp/1n1p2p1/1p1P4/1Q1N4/N1P3P1/P3PPBP/R1B1R1K1 b kq - 0 15,1.21,2.17,2.367,0.0,target,opening,train
8/8/2p2k2/p4n2/1p3Q1P/5b2/PP6/K7 w - - 0 49,4.85,5.06,9.358,0.0,target,endgame,train
r4rk1/3p3p/pp1Pp1p1/2p5/1n2b2q/RPN1P3/3QB3/2KR4 b - - 3 33,-1.09,-5.83,-5.902,0.0,target,opening,train
8/8/2p1kp2/4p1p1/2NpP1P1/3K4/2P5/8 w - - 8 74,0.0,2.49,0.462,0.0,calm,adveg,train
5k2/7R/8/4bPP1/7P/p2K4/P4P2/8 w - - 5 45,1.4,8.57,12.023,0.0,target,adveg,val
8/5pk1/2p3p1/2RpP2p/Pr1n4/1P2KP2/6PP/1R6 b - - 1 36,-2.21,3.93,4.144,0.0,target,endgame,train
8/8/pB4k1/P3K1p1/5pp1/5b2/5P1P/8 w - - 0 58,0.0,0.0,-4.103,0.0,crowded_safe,adveg,train
8/5k2/p3pp1p/P2p2p1/2rP1P2/2P3Pq/1p1B1K2/1N4R1 b - - 1 43,-1.67,-7.24,-12.072,0.0,target,endgame,val
1n1q1k1r/rBpp2p1/pp2p1Q1/4P1pp/2P5/P1P3P1/4PP1P/R4RK1 w - - 0 16,1.8,1.87,2.745,1.8,working,midgame,train
1k5r/1p1b4/4pp1r/3p4/q4PQ1/3B1R1P/2P1R1PK/8 w - - 0 1,0.0,1.65,-1.214,0.0,sts_guard,midgame,val
1r1r2k1/4pp2/1PR3p1/p2P1n1p/1p1q1Q2/5P1P/2B1RPPK/8 w - - 0 1,-1.26,1.31,-3.271,-1.26,ks_phantom,midgame,train
1r3rk1/qn2n2p/3p1p2/pp1Pp1p1/1N2P3/QP5P/P1R2PP1/2R2NK1 w - - 0 1,0.0,1.44,0.446,0.0,sts_guard,opening,val
1r6/5pk1/Qp1rnqp1/3B3p/1R2P2P/6P1/5PK1/1R6 w - - 0 1,-1.98,0.57,-1.221,-1.98,ks_real,midgame,train
2qb1rk1/1brn1pp1/3p3p/1B1Pp3/4P1P1/R3BN1P/4QP1K/1R6 w - - 0 1,0.0,1.54,-0.327,0.0,sts_guard,opening,train
2r2rk1/4pp2/Qp3qp1/3B3p/3nP3/8/P4PPP/1R1R2K1 b - - 0 1,0.0,-0.55,0.707,0.0,sts_guard,midgame,train
2r3k1/4np2/p3p1p1/1q1r1n1p/1p1P4/PN5R/1P2NPPP/3RQ1K1 b - - 0 1,0.0,-1.58,-0.428,0.0,sts_guard,opening,train
3q4/5ppk/2p1n2p/2n1pN1P/4P3/Q1P2PP1/6BK/8 w - - 0 1,0.0,0.18,-0.502,0.0,sts_guard,endgame,val
3r2k1/6pp/1pq5/p2pR3/3Q4/P5P1/1P3P1P/6K1 w - - 0 1,0.0,0.58,-0.389,0.0,sts_guard,endgame,train
3r3k/p4p1p/b4Prp/1p2R3/1P1p4/6PP/P4PB1/3R2K1 w - - 0 1,0.0,1.83,0.581,0.0,sts_guard,endgame,train
4b3/p2nP1k1/1r2R1p1/q1p5/2Br2P1/1P2QP2/P1P5/4R1K1 b - - 0 1,3.24,0.0,6.4,3.24,ks_phantom,midgame,train
4rk2/4p2p/3p1pp1/1p1P4/1Pq2P1P/P2RQ3/2r3P1/4R1K1 b - - 0 1,0.0,-0.89,-0.016,0.0,sts_guard,midgame,val
5r2/6k1/3p3p/1p1Qbbp1/1PP5/6NP/1q5P/4RB1K w - - 0 1,0.36,-0.18,0.961,0.36,sts_guard,midgame,train
1qr2k1r/pb3pp1/1b2p2p/3nP3/1p6/3B2QN/PP3PPP/R1BR2K1 b - - 0 1,0.0,-0.93,-0.659,0.0,sts_guard,opening,train
1r4k1/3q2pp/2np4/2p1pp2/2P1P3/R1BP1Q1P/5PP1/6K1 b - - 0 1,0.0,-0.26,-0.215,0.0,sts_guard,midgame,train
2qn4/p5k1/1p1Qbpp1/1B1p3p/3P3P/2P5/P4PP1/4N1K1 w - - 0 1,0.0,0.29,0.984,0.0,sts_guard,endgame,train
2r2rk1/2qbnppp/1p2p3/p2pPn2/P5QP/2PB1N2/2PB1PP1/1R2R1K1 w - - 0 1,0.0,1.99,0.819,0.0,sts_guard,opening,train
2r3k1/pp2p1b1/q2pP1p1/3pnrPp/P7/1P5P/2PB1PB1/2RQR1K1 w - - 0 1,-1.44,0.83,-1.03,-1.44,ks_real,opening,val
3bn1k1/1bq1npp1/3p3p/1p1Pp3/1Pp1P3/2P1B1NP/2BN1PPK/Q7 b - - 0 1,0.0,-0.56,-0.177,0.0,sts_guard,midgame,train
3qr1k1/5r1p/p1p1n1p1/Ppp1Q3/4Pp2/1P1P1N1P/2P2RPK/R7 b - - 0 1,0.0,-0.32,-0.777,0.0,sts_guard,midgame,train
3r2k1/2q1rp2/4p1p1/2p1P2p/1p3Q2/1P1bP1PP/P4RBK/2R5 w - - 0 1,0.0,1.02,-0.613,0.0,sts_guard,midgame,val
3rb1k1/2q1b1p1/pp2p3/5p1p/1PP1p3/P3Q1PP/4P1RK/3N1R2 b - - 0 1,0.0,-2.18,-0.702,0.0,sts_guard,midgame,train
4r1k1/p4bpp/1p6/1P6/2PQ4/4rPq1/PR2PRB1/6K1 b - - 0 1,-2.34,-0.74,-2.229,-2.34,sts_guard,midgame,train
4rr1k/2q5/1pnn1b1p/p1p2b2/N1PppPp1/PP1P4/2QBPPBP/3R1RNK b - - 0 1,0.0,-1.9,-0.413,0.0,sts_guard,opening,train
5r2/3br1kp/3q2p1/1pNp4/1P1Pnp2/5B2/2P1R1PP/2Q2RK1 b - - 0 1,0.0,-0.27,0.636,0.0,sts_guard,opening,train
6k1/5p1p/1p1n2pP/1n6/q1rP4/2pQP3/r1N2PP1/BRR3K1 b - - 0 1,0.0,-1.19,0.285,0.0,sts_guard,opening,train
rnb1r1k1/pp2bppp/2p2n2/8/1q1Q1B2/2N2NPP/PP2PPB1/R4RK1 w - - 0 1,0.0,0.73,1.145,0.0,sts_guard,opening,train
r7/4bpkp/4p1p1/pq1nP3/Q2P3P/5PP1/3BNK2/R7 b - - 0 1,0.0,-1.23,1.209,0.0,sts_guard,midgame,train
r3r1k1/p1pp1p2/1pn2n1p/2P3p1/3P4/2P1B1P1/P1Q1qPNP/2RR2K1 b - - 0 1,0.0,-0.98,0.07,0.0,sts_guard,opening,val
r2r2k1/5pp1/2bPp3/p1N4p/1qQ5/2P2P2/BP4PP/1K1R4 b - - 0 1,0.0,-1.42,0.107,0.0,sts_guard,midgame,train
r1r3k1/p4ppp/4p3/3p4/3B3P/6P1/P1q2PB1/R2Q2K1 w - - 0 1,0.0,1.43,-1.731,0.0,sts_guard,midgame,val
r1bq1rk1/1p2bppp/p1n1pn2/2P5/P1B5/2N1PN2/1P3PPP/R1BQ1RK1 w - - 0 1,0.0,0.37,0.787,0.0,sts_guard,opening,train
r1b2k1r/pp3ppp/4p3/1B6/1b6/2q5/P1Q2PPP/R1B2RK1 w - - 0 1,0.0,1.17,-1.39,0.0,sts_guard,opening,train
8/r1q2p1k/1Q1p1p1p/p3pP2/4P1R1/1P5P/2P3PK/8 w - - 0 1,0.0,0.78,3.172,0.0,sts_guard,endgame,train
6k1/ppp1rppp/7q/2Npr3/P4Q2/3B2P1/1PP4P/5RK1 b - - 0 1,0.0,-0.57,-0.421,0.0,sts_guard,midgame,train
6k1/1p3pp1/p1rpq2p/3Q4/P1P2P2/1P6/3R1KPP/8 w - - 0 1,-1.53,0.41,-2.629,-1.53,ks_phantom,endgame,val
5r1r/4k2p/p3qp2/2b1pQ1N/1p1p4/8/PPP3P1/1K2RR2 w - - 0 1,1.98,0.6,1.902,1.98,sts_guard,midgame,train
4rk2/5pp1/p3n2p/1prNR3/2q2P1P/6P1/PP2Q3/1K2R3 w - - 0 1,-1.26,-0.05,-0.76,-1.26,ks_real,midgame,train
4r1k1/3b1pp1/pB6/P2r3p/1q1P1P2/2Q5/1P2p1PP/2R1R2K b - - 0 1,0.0,-0.82,1.384,0.0,sts_guard,midgame,train
1b2r1k1/1bqn1pp1/p1p4p/Pp2p3/1P2B3/2B1PN1P/5PP1/1Q1R2K1 b - - 0 1,0.0,-0.83,-0.052,0.0,sts_guard,midgame,val
1q2rb2/3b1r1k/p1p4p/B3p1p1/1PPpN3/3P1P1P/3QR1P1/4R1K1 w - - 0 1,0.0,0.88,1.61,0.0,sts_guard,opening,train
1r1r3k/p4pp1/3nb2p/2p1q3/8/P1PBPP2/2Q3PP/R1B2RK1 b - - 0 1,0.0,-0.95,0.387,0.0,sts_guard,opening,train
1r4k1/p3pr1p/1qbp1pp1/2p5/2P5/1PN1Q2P/P2R1PP1/3R3K b - - 0 1,0.0,-0.84,-0.374,0.0,sts_guard,midgame,train
2r1n1k1/1p1R1r1p/2q1pp1B/p5p1/6P1/Q1P4P/PP6/1K1R4 b - - 0 1,1.44,-0.16,-3.952,1.44,ks_phantom,midgame,train
2r2r1k/1bqnbppp/p3p3/1p1pP3/3B1P2/P1NB4/1PP2QPP/R4R1K w - - 0 1,0.0,0.93,0.646,0.0,sts_guard,opening,val
2r5/1r2nkp1/p3p2p/1p1b1p1P/8/PP3P2/1KPRB1P1/R5B1 w - - 0 1,0.0,0.78,-0.205,0.0,sts_guard,endgame,train
3b2rk/5pp1/2q2n1p/1p2BP2/7P/2NQ4/1PP5/1K4R1 b - - 0 1,0.0,-0.73,1.917,0.0,sts_guard,midgame,train
3r2k1/1p2bpp1/pNrppnqp/8/1PPBP3/P4Q1P/5PP1/3RR1K1 w - - 0 1,0.0,0.78,1.151,0.0,sts_guard,opening,train
3rr1k1/1q2bp1p/2b3pB/3npP2/1p6/5B2/NPP3PP/3RQR1K w - - 0 1,0.0,-0.15,-0.722,0.0,sts_guard,opening,train
4rk2/2p1rpp1/pbn3bp/1p2P3/PP6/1BP2NNP/5PP1/2R1R1K1 w - - 0 1,0.0,0.99,-0.165,0.0,sts_guard,midgame,train
5r2/5r1k/p2pN1p1/1p1Pn2p/2q1P2b/P4pR1/1PPQ1B1P/1K2R3 w - - 0 1,0.0,0.0,1.669,0.0,sts_guard,opening,train
6k1/1p1n1rbp/r2n1pp1/4p3/4P3/4B1P1/PP2N1BP/R4RK1 w - - 0 1,0.0,0.59,0.848,0.0,sts_guard,midgame,val
1b3rk1/5ppp/2p2rq1/1p1n4/3P2P1/1BPbBP2/1P1N2QP/R3R1K1 w - - 0 1,0.0,0.3,0.8,0.0,sts_guard,opening,train
1r1r2n1/1pb3pk/p1p3bp/4Np2/3P2P1/2N1RB1P/PP3PK1/4R3 w - - 0 1,0.0,0.78,-0.261,0.0,sts_guard,midgame,train
1r4k1/6pp/2b3n1/Nnq1p3/4Pp2/3B2PP/4QP1K/2B1R3 w - - 0 1,0.0,0.24,-1.243,0.0,sts_guard,midgame,train
2k5/1p1nbqpp/pPprp1b1/P1p1p3/2P1P2N/4BP1P/1Q1N2P1/3R2K1 w - - 0 1,1.26,0.76,0.528,1.26,ks_real,midgame,train
2n2rk1/p2b2bp/3p2p1/q1pPp2n/P1P1P3/1QN5/3BBNPP/1R4K1 w - - 0 1,0.0,1.46,0.483,0.0,sts_guard,opening,val
2rq1rk1/1p1npp1p/p2pb1p1/3N4/3QP3/1BP2P2/PP4PP/R4R1K b - - 0 1,0.0,0.0,0.708,0.0,sts_guard,opening,train
2rqr1k1/1b3p1p/pn1p1bpB/2p5/3P4/1P3N1P/P2QBPP1/2RR2K1 b - - 0 1,0.0,0.6,-0.357,0.0,sts_guard,opening,train
3qr2k/p5r1/1pRp1n1b/1P1Pp2p/1P3p1P/2N1nP1Q/1R3BP1/5BK1 w - - 0 1,0.0,0.53,-0.192,0.0,sts_guard,opening,train
3rk2r/1p2bp2/p1n1q2p/3pPbp1/3B4/2P3Q1/BN3PPP/R3R1K1 b k - 0 1,0.0,-0.91,0.13,0.0,sts_guard,opening,train
4r1k1/p4p1p/1p2q1pB/1Q2Pn2/P3B2P/5P2/bR3P2/6K1 w - - 0 1,0.0,0.06,-0.085,0.0,sts_guard,midgame,train
6r1/r2Nbnk1/2R3pp/p4p2/PpB2PP1/1P6/6K1/3R4 w - - 0 1,0.0,0.8,0.658,0.0,sts_guard,endgame,train
1k1r4/4bp2/p1q1pnr1/6B1/NppP3P/6P1/1P3P2/2RQR1K1 w - - 0 1,0.0,1.23,-0.049,0.0,sts_guard,opening,val
1n1rr1k1/1pq2pp1/3b2p1/2p3N1/P1P5/P3B2P/2Q2PP1/R2R2K1 w - - 0 1,0.0,0.61,0.838,0.0,sts_guard,opening,train
1r3b2/3R2pk/6q1/3Q1p2/p6P/4B2P/1P3P1K/8 w - - 0 1,2.76,0.12,5.545,2.76,ks_phantom,midgame,val
2b2q1k/2p4p/1rNn1p2/1p1P4/p3p3/P1P5/1P1Q2PP/1B1R2K1 w - - 0 1,0.0,1.16,0.797,0.0,sts_guard,midgame,train
2r1rbk1/pp2p2p/6p1/n4p2/1NbP4/4PBBP/P4PP1/2RR2K1 w - - 0 1,0.0,0.67,0.89,0.0,sts_guard,midgame,train
2r3k1/p2npp2/p2p1bp1/3P4/1qN1PQ1P/1P2B3/r5P1/1R3R1K b - - 0 1,0.0,0.06,-0.017,0.0,sts_guard,opening,train
2rq1k1r/pp3p2/7p/1BPp1bp1/1P6/P1N1P3/3Q1PPP/2R1K2n w - - 0 1,0.0,0.0,-3.358,0.0,sts_guard,midgame,train
3r1bk1/3q1p2/4bP1p/pp4pP/2pP4/2P3B1/P1Q3P1/4RRK1 w - - 0 1,2.34,0.79,4.921,2.34,ks_phantom,midgame,train
3r2k1/3r1pp1/2QP4/pP5p/1qN5/4R1P1/4PK1P/8 w - - 0 1,0.0,0.15,-0.936,0.0,sts_guard,midgame,val
4k3/p1p3p1/1pbp2qp/n3p3/2P3PB/2PPQ2P/P3P1B1/6K1 w - - 0 1,0.0,0.0,-0.352,0.0,sts_guard,endgame,train
4r1k1/p5b1/P2p1pp1/q1pP3p/2Pn1BbP/2NP2P1/3Q2BK/1R6 w - - 0 1,0.0,0.19,-0.813,0.0,sts_guard,midgame,train
5n2/kbr3p1/5n1p/Pp2pP2/4P1PP/2p5/P1Br4/2RNRNK1 b - - 0 1,0.0,-0.01,0.369,0.0,sts_guard,midgame,train
5rqk/3b2pp/1pnNp3/3r4/6P1/PQ2B1RP/5PK1/3R4 b - - 0 1,0.0,-0.15,-2.066,0.0,sts_guard,opening,train
1k2r3/1p1bP3/2p2p1Q/Ppb5/4Rp1P/2q2N1P/5PB1/6K1 b - - 0 1,-3.06,-1.84,-6.902,-3.06,ks_phantom,midgame,train
1r2rqk1/8/bn1p3p/B1p2p2/p1PnpP2/P3R2Q/1P3NPP/2R2BK1 b - - 0 1,1.62,-0.88,1.446,1.62,ks_real,opening,train
2k2r1r/1b4p1/1nq1p3/1p5p/5P2/1Pp1B1KP/2B1QRP1/R7 w - - 0 1,-2.34,1.28,-4.026,-2.34,ks_phantom,opening,val
2r1b3/p3kpp1/7p/3P4/7P/2p1KPP1/P7/1BR5 w - - 0 1,0.0,0.0,0.354,0.0,sts_guard,endgame,train
2r2k2/p4pp1/b3n2p/8/1pp1P2P/4NPP1/PPB3K1/3R4 w - - 0 1,0.0,0.17,0.418,0.0,sts_guard,endgame,val
3b4/3k1p2/4p1p1/p1rpP1Pp/R4P2/1P3K2/P2B1P2/8 b - - 0 1,0.0,-1.15,-1.519,0.0,sts_guard,endgame,train
3r1k2/4qp1p/6p1/p3p1P1/P2nQ2P/1B1R4/5PK1/8 b - - 0 1,0.0,-1.11,-4.341,0.0,sts_guard,midgame,train
3r2k1/1rq2p2/2bp2pP/p3p2n/4P3/1BN2P2/1PP5/R2RQK2 b - - 0 1,0.0,-1.49,1.018,0.0,sts_guard,opening,train
3R4/6pk/p4p1p/1r1p3P/2pP4/2P1PN2/4bPP1/6K1 w - - 0 1,0.0,0.38,0.531,0.0,sts_guard,endgame,train
3rr3/p1k4p/1p3p1b/2p2p1n/5P2/2P1BR2/PP1N3P/1K2R3 b - - 0 1,0.0,-1.3,-0.09,0.0,sts_guard,endgame,train
4r1k1/2q1p3/2p2pp1/1p1b4/p7/P1Q3R1/1P3PP1/4R1K1 b - - 0 1,1.62,0.37,1.652,1.62,sts_guard,midgame,val
4r3/2R1pk2/3p2pp/2bP1p2/8/1R4P1/5PK1/8 b - - 0 1,0.0,-0.04,0.246,0.0,sts_guard,endgame,train
4rbk1/p2R1p2/2p2p1p/5p2/8/PR2p3/2P3PP/5K2 w - - 0 1,0.0,0.84,-1.073,0.0,sts_guard,endgame,val
1k2r2r/1bq2p2/pn4p1/3pP3/pbpN1P1p/4QN1B/1P4PP/2RR3K b - - 0 1,0.0,-1.4,-2.221,0.0,sts_guard,opening,train
1r1r4/R3pk2/4n1p1/2p2p2/8/4B3/Pn2BPPP/5RK1 b - - 0 1,0.0,-0.9,0.383,0.0,sts_guard,endgame,train
1r6/1q2b1k1/pn1pb3/B1p1p1pp/2P1Pp2/NP3P1P/1R2Q1PN/6K1 b - - 0 1,0.0,-2.19,0.349,0.0,sts_guard,midgame,train
2b5/2p1r2k/1pP2q1p/p2Pp3/4R3/1PN1Q2P/P2KP3/8 w - - 0 1,0.0,2.35,1.677,0.0,sts_guard,midgame,train
2r3k1/p1r1qpb1/1p2p1p1/nR2P3/P2B4/2P5/3NQPP1/R5K1 w - - 0 1,0.0,0.53,0.707,0.0,sts_guard,opening,train
2rr4/Bp3k1p/5pp1/8/2n3b1/P1N5/1PP2PPP/R1R3K1 w - - 0 1,0.0,0.87,1.614,0.0,sts_guard,endgame,train
3r2k1/2q2ppp/p1p1bn2/1p2b1B1/4P3/1PN2B1P/P1Q2PP1/2R4K w - - 0 1,0.0,0.12,-1.175,0.0,sts_guard,midgame,train
3rb1k1/4qpbp/1p2p1p1/1P3n2/Q1P2p2/2N2B1P/6PK/1NR2R2 b - - 0 1,0.0,1.28,0.664,0.0,sts_guard,opening,train
4k2r/1r2np2/2q1p1p1/p2pP3/n1pP1PP1/1pP1NNK1/1P2Q3/R4R2 w k - 0 1,0.0,0.92,-2.04,0.0,sts_guard,opening,val
4r1k1/3q1pp1/3p1n2/rp2nP1p/3B1R2/2N5/2PQ2PP/4R1K1 w - - 0 1,0.0,-0.17,-0.446,0.0,sts_guard,opening,train
5r1k/2p3q1/1p1npr2/pPn1N1pp/P1PN4/R4PPP/4Q1K1/3R4 w - - 0 1,0.0,0.99,-0.798,0.0,sts_guard,opening,train
6k1/3pbpp1/p3p2n/r3P2p/2rBNP2/2P3PP/P3R3/3R3K b - - 0 1,0.0,-0.45,0.706,0.0,sts_guard,endgame,train
8/1q6/3pn1k1/2p1p1p1/2P1P1Pp/1rBP1p1P/2Q2P2/R5K1 b - - 0 1,0.0,-1.37,1.826,0.0,sts_guard,midgame,train
1R3b2/r4pk1/2qpn1p1/P1p1p2p/2P1P2P/5PP1/6K1/1Q1BB3 w - - 0 1,0.0,1.12,-0.97,0.0,sts_guard,midgame,val
1q1rb1k1/5p1p/p3pnpb/P1r5/2B1P3/1P3P2/2R1N1PP/R2NQ2K b - - 0 1,0.0,-0.73,0.024,0.0,sts_guard,opening,train
1r3rk1/1nqb1p1p/p3p1p1/1ppPb3/2P1N3/1P1Q2PP/P2B2BK/1RR5 w - - 0 1,0.0,1.24,-1.39,0.0,sts_guard,opening,train
1rb1r1k1/2q1bp1p/3p1np1/p1nPp3/4P3/1PRB1N1P/3BQPP1/1R3NK1 w - - 0 1,0.0,0.67,0.288,0.0,sts_guard,opening,val
2r1r1k1/1bq1bpp1/pp1pp1n1/2n3P1/2P1PP1p/BPN1QB1P/P1R5/3RN1K1 w - - 0 1,0.0,0.2,-0.039,0.0,sts_guard,opening,train
2r2n2/6k1/1pNBbb2/3p1p2/3P1P2/P4KP1/2R5/4N3 w - - 0 1,0.0,1.08,1.193,0.0,sts_guard,endgame,train
2r3k1/p2q1pp1/2p4p/1p1p1b1n/2PP4/P1QP1PP1/3B3P/4RBK1 b - - 0 1,0.0,-0.57,0.468,0.0,sts_guard,midgame,train
2rr2k1/1p3pp1/p3b2p/3pP2Q/3B4/bqP5/1P1RB1PP/1K3R2 b - - 0 1,-1.8,-1.12,-2.328,-1.8,sts_guard,opening,train
3r1rk1/4q1pp/1pb1p3/p1p1P3/P3pP2/1P2P3/4Q1PP/N2R1RK1 b - - 0 1,0.0,-1.38,-0.399,0.0,sts_guard,midgame,train
3r3k/p3bppp/4q3/2p1P1Bb/3p4/P6P/1P1Q1PP1/1B2R1K1 w - - 0 1,0.0,0.23,-0.415,0.0,sts_guard,midgame,train
4r1k1/2R3p1/p4qnp/8/2P2p2/1Pn2Q2/5BPP/5N1K b - - 0 1,0.0,-1.15,0.666,0.0,sts_guard,midgame,train
4r3/q4pkp/2p1bnp1/p3p3/PbP1P2P/4NNP1/1RQ2P2/5BK1 b - - 0 1,0.0,-0.92,1.019,0.0,sts_guard,midgame,val
5k2/4rpp1/pp6/4b2p/4N1q1/2NRB1P1/BP3P1P/6K1 b - - 0 1,0.0,-0.62,-0.168,0.0,sts_guard,midgame,train
1b1r4/3rkp2/p3p2p/4q3/P5P1/2RBP3/P1Q4P/1R3K2 b - - 0 1,-1.26,-1.99,-0.198,-1.26,sts_guard,midgame,train
1r3k2/8/R7/4pPP1/P1p5/1nP5/R5P1/3rB1K1 w - - 0 1,0.0,3.95,6.482,0.0,sts_guard,endgame,val
1r6/8/1r5p/p2pk3/4p3/2P4P/RP2B1n1/1RK5 b - - 0 1,0.0,-3.35,-3.883,0.0,sts_guard,endgame,train
2r3k1/1b1n1npp/1pq2p2/8/1P1QP3/6P1/1B1NBP1P/3R2K1 w - - 0 1,0.0,2.42,2.516,0.0,sts_guard,midgame,train
3b2k1/1p1b4/4p2B/1n1p1p2/pN6/P2P4/1PR3PP/7K w - - 0 1,0.0,2.07,2.28,0.0,sts_guard,endgame,train
3r1r2/p5k1/1pnpP2p/6p1/2P3P1/4P3/P1B1K1P1/3R3R w - - 0 1,0.0,2.55,3.031,0.0,sts_guard,endgame,train
3r4/3pkpp1/4p3/2p3q1/6r1/1P6/P5B1/2R1RQK1 b - - 0 1,0.9,-1.66,3.552,0.9,sts_guard,midgame,train
4b2k/1q2bprp/pr6/3pP3/2pP4/P4N2/1P3RPQ/3N1RK1 b - - 0 1,0.0,-1.2,-0.303,0.0,sts_guard,opening,train
4r1k1/R5p1/4b2p/1p2P3/7P/P1nP4/6PK/4R3 w - - 0 1,0.0,0.84,0.326,0.0,sts_guard,endgame,train
5r1k/6p1/p1n1pr1p/2P1p2q/P5RN/4Q2P/5PP1/2R4K w - - 0 1,0.0,0.91,0.024,0.0,sts_guard,midgame,val
6k1/1b3p2/p2q2p1/P2Pp2p/1p2Pb1P/1Br5/Q4PP1/3RN1K1 b - - 0 1,0.0,-1.29,-0.482,0.0,sts_guard,midgame,train
1k1r4/1p3p2/p1bq1p1p/4p3/3r1P1Q/P5P1/1PP1B2P/K2RR3 b - - 0 1,0.0,0.02,-0.078,0.0,sts_guard,midgame,train
1qr1r1k1/5pp1/1p2p2p/1Qbn3b/2R5/3P1NPP/3NPPB1/1R4K1 w - - 0 1,0.0,0.72,-0.883,0.0,sts_guard,opening,train
1r2r1k1/2qn1pb1/3p2pp/p1pP4/PpQ1PP2/1P4PP/1B4B1/3RR1K1 w - - 0 1,0.0,0.52,0.736,0.0,sts_guard,opening,val
1r3rk1/1p3ppp/pN2bn2/P1p5/4P3/2P5/1P2B1PP/R4RK1 w - - 0 1,0.0,0.53,-0.444,0.0,sts_guard,endgame,val
1rb2rk1/2q2pb1/3p1np1/1pnP2Bp/4P3/1pN2PN1/3QB1PP/1RR3K1 w - - 0 1,0.0,-0.66,0.977,0.0,sts_guard,opening,train
2b1r1k1/pp2rppp/2p3q1/3p4/1P1P4/P1N1PP2/5QPP/4RRK1 w - - 0 1,0.0,0.23,-0.037,0.0,sts_guard,midgame,train
2r1r1k1/5npp/3q4/1QpP1p2/1p6/4PP2/1B2R1PP/2R3K1 w - - 0 1,0.0,0.22,-0.592,0.0,sts_guard,midgame,train
2r3k1/4Qp1p/3p2p1/3q4/b1p5/P1b3P1/R3PP1P/1R3BK1 w - - 0 1,0.0,0.63,0.466,0.0,sts_guard,midgame,val
2rrb1k1/1p3pp1/p1p4p/P5q1/2BP4/1P1RPQP1/5P2/3R1K2 w - - 0 1,0.0,0.48,0.961,0.0,sts_guard,midgame,train
3r2k1/1pp1q2p/p5pb/2n1p2r/5PQ1/P1PP3P/1P5K/1BBR1R2 w - - 0 1,-1.26,0.78,-2.601,-1.26,ks_phantom,opening,train
4r1k1/1p1r1ppb/1qpp1n1p/p7/P1PRPN2/2Q2P2/1P4PP/1B1R2K1 b - - 0 1,0.0,0.06,0.957,0.0,sts_guard,opening,train
5k2/4pp1p/r2p2p1/8/6P1/5P2/1R3B1P/2r2BK1 b - - 0 1,0.0,-0.19,0.516,0.0,sts_guard,endgame,train
r1b1kb1r/1p1ppppp/p2q2n1/2pN3Q/8/8/PPPP1PPP/R1B1RBK1 w kq - 0 1,0.0,0.82,-0.058,0.0,sts_guard,opening,train
1k1r1r2/p1p5/Bpnbb3/3p2pp/3P4/P1N1NPP1/1PP4P/2KR1R2 w - - 0 1,0.0,1.03,0.381,0.0,sts_guard,midgame,train
1r2r1k1/pb1n1pp1/1p1p2np/2P1p1q1/P1P1P3/2P2PP1/2QNBB1P/1R1R3K b - - 0 1,0.0,-0.14,0.363,0.0,sts_guard,opening,val
1r3rk1/p1qnppbp/p5p1/2pPP3/2P5/4R2P/PP2Q1P1/1RBN3K b - - 0 1,0.0,0.31,-0.341,0.0,sts_guard,opening,train
2r2r1k/1q1nbpp1/p3p2p/2P1P3/1p1N1B1P/6Q1/PP3PP1/R2R2K1 b - - 0 1,0.0,-0.23,1.337,0.0,sts_guard,opening,train
2r3k1/1p1nqp1p/1P4p1/Q2Pp3/1RbnP3/5P1P/3N2P1/5B1K w - - 0 1,0.0,0.93,-0.817,0.0,sts_guard,midgame,train
2rq1rk1/4ppbp/p5p1/1p1b4/2NP4/P3B3/1P3PPP/1BRQR2K b - - 0 1,0.0,-0.79,3.399,0.0,sts_guard,opening,train
3r1r2/pkp4p/1np1p3/3P4/1b2N3/1P3P2/1B4PP/2R2RK1 b - - 0 1,0.0,-0.76,0.207,0.0,sts_guard,endgame,train
3rr1k1/p4bbp/1p1p4/3p1BPp/P2p1N1P/2P1P1K1/R1P5/3R4 w - - 0 1,0.0,0.13,0.139,0.0,sts_guard,endgame,train
b2r1r2/6bk/p1n2ppp/q2p4/1p2PN2/1B2B1P1/P3QP2/1R1R2K1 w - - 0 1,0.0,0.58,0.635,0.0,sts_guard,opening,train
q1rb2rk/1b3ppp/2n1p2n/p2pP3/B2P1PP1/Bp2RN1P/1RPNQ3/6K1 w - - 0 1,0.0,1.46,0.066,0.0,sts_guard,opening,val
1b1qrr2/1p4pk/1np4p/p3Np1B/Pn1P4/R1N3B1/1Pb2PPP/2Q1R1K1 b - - 0 1,1.98,-0.5,3.384,1.98,ks_phantom,opening,train
